Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;45;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;33;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;5. Après 2005;;;8,6;9,5;10,2;11,1;12,3;10,4;710;780;852;1100;1480;990;95;107;2852;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;5. Après 2005;;Maison 4P+;8,6;9,5;10;11,1;12,3;10,4;780;834;977;1472;1480;1101;106;72;1807;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;5. Après 2005;1. Moins de 1 an;;8,6;9,6;10,6;11,8;12;10,6;724;768;850;1027;1400;979;92;76;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;31;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;;;9,7;10,5;11,7;13,4;14,9;11,5;465;500;550;665;750;585;51;463;2376;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;;Appart 1P;;;;;;;;;;;;;;22;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;;Appart 2P;8,9;11,4;12,3;13,3;14,9;11,9;430;490;520;550;570;512;43;266;1212;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;;Appart 3P;9,8;10,1;10,8;12;13,8;11,1;550;615;665;700;710;658;59;145;733;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;;Appart 4P+;;;;;;;;;;;;;;30;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;1. Moins de 1 an;;9,7;10,5;11,7;13,8;15,8;11,6;460;500;555;664;750;580;50;213;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;13;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;1. Moins de 1 an;Appart 2P;9,6;11,3;12;13,3;14,9;11,9;414;490;517;550;560;506;42;119;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;1. Moins de 1 an;Appart 3P;9,4;9,9;10,2;11,5;11,8;10,6;610;660;671;700;780;680;64;65;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;16;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;2. 1 an et plus;;9,7;10,4;11,7;13,4;14,5;11,4;470;504;550;670;735;589;52;250;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;9;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;2. 1 an et plus;Appart 2P;8,9;11,5;12,6;13,4;15,3;11,9;457;490;520;540;577;515;43;147;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;2. 1 an et plus;Appart 3P;9,8;10,6;10,8;13,4;13,8;11,4;550;615;660;700;710;647;57;80;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;14;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;1. Avant 1946;;;;;;;;;;;;;;;;6;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;1. Avant 1946;;Appart 2P;;;;;;;;;;;;;;4;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;2;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;2;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;4;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;14;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;1;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;4;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;8;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;1;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;8;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;6;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;29;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;2;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;;;;;;;;;;;;;;12;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;11;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;4;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;13;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;16;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;;;7,8;10,5;11,8;13,4;14,5;11,5;470;490;550;580;677;557;48;151;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;12;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;7,8;11,5;11,6;13,3;15,3;11,4;460;482;519;540;560;505;44;84;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;45;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;10;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;7,7;10,7;12,7;13,3;14,5;11,6;360;532;555;580;827;571;49;58;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8,3;10,5;11,6;13,8;15,3;11,5;470;490;540;579;663;549;48;93;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;;;9,7;10,4;11,5;12,6;14,9;11,2;490;510;559;700;824;607;54;263;2376;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;7;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;;Appart 2P;10,5;11,3;12,1;12,9;14,9;12,2;490;500;527;550;590;529;44;162;1212;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;;Appart 3P;10;10,3;10,8;11,7;12;10,9;620;647;688;700;710;672;62;79;733;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;15;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;1. Moins de 1 an;;10,2;10,5;11,7;12,6;14,9;11,6;451;494;535;665;700;566;49;132;;Estimation directe
B1700;2019;Agglomération de La Rochelle;Périphérie;Appartement;5. Après 2005;2. 1 an et plus;;9,1;9,7;11,2;12,6;13,9;11;500;539;590;710;873;634;58;131;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;;6,8;7,9;9,4;11,1;12,9;8,9;340;407;500;602;740;524;59;4190;20095;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Ensemble 4P+;6;6,8;7,7;8,8;9,9;7,7;490;564;670;804;966;706;91;846;4598;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Maison 4P+;6;6,9;8,3;9,7;10,2;8;650;790;850;980;1111;880;110;71;545;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Appart 1P;9,1;10,8;12,6;14,2;16,7;12,1;270;311;344;380;420;345;28;925;3613;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Appart 2P;7,8;8,8;10,2;11,3;12,6;9,9;370;406;457;507;555;460;46;1261;6487;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Appart 3P;6,7;7,7;8,7;9,6;10,6;8,6;450;500;550;625;700;564;66;1153;5178;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Appart 4P+;5,9;6,8;7,7;8,6;9,7;7,7;479;555;646;760;901;676;88;775;4053;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Ensemble 1P;9,1;10,8;12,6;14,2;16,7;12,1;270;311;344;380;420;345;28;926;3635;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Ensemble 2P;7,8;8,8;10,2;11,3;12,6;9,9;370;407;458;510;554;461;46;1263;6571;Estimation directe
B2500;2019;Agglomération de Besançon;;;;;Ensemble 3P;6,7;7,7;8,7;9,6;10,6;8,6;450;500;550;625;700;564;66;1155;5291;Estimation directe
B2500;2019;Agglomération de Besançon;;;;1. Moins de 1 an;;7,4;8,7;10;11,7;13,6;9,6;336;390;490;585;700;505;53;1310;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;1. Moins de 1 an;Ensemble 4P+;6,5;7,3;8,2;9,1;9,9;8,1;500;590;650;755;965;702;86;184;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;1. Moins de 1 an;Ensemble 1P;9,7;11,4;12,9;14,6;17;12,6;275;320;345;383;415;349;28;411;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;1. Moins de 1 an;Ensemble 2P;8,2;9,1;10,5;11,5;12,5;10,2;380;420;470;500;550;464;45;415;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;1. Moins de 1 an;Ensemble 3P;7,1;8,4;9,1;10,1;10,8;9;480;518;580;625;700;582;65;300;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;2. 1 an et plus;;6,6;7,6;9;10,6;12,6;8,6;346;420;505;616;765;535;62;2880;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;2. 1 an et plus;Ensemble 4P+;5,8;6,7;7,5;8,6;9,9;7,6;473;560;675;813;980;707;93;662;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;2. 1 an et plus;Ensemble 1P;9;10,6;12;13,6;15,7;11,8;270;301;343;375;420;342;29;515;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;2. 1 an et plus;Ensemble 2P;7,5;8,7;10;11,2;12,6;9,8;362;405;450;513;557;459;47;848;;Estimation directe
B2500;2019;Agglomération de Besançon;;;;2. 1 an et plus;Ensemble 3P;6,6;7,5;8,5;9,5;10,3;8,4;444;490;541;622;690;557;66;855;;Estimation directe
B2500;2019;Agglomération de Besançon;;;1. Avant 1946;;;6,7;7,9;9,3;11;13;8,8;340;388;480;614;795;522;60;1309;;Estimation directe
B2500;2019;Agglomération de Besançon;;;1. Avant 1946;;Ensemble 4P+;5,7;6,6;7,6;8,8;10,2;7,6;555;640;790;870;1000;781;103;215;;Estimation directe
B2500;2019;Agglomération de Besançon;;;1. Avant 1946;;Ensemble 1P;9,1;10,7;12,6;14,8;17,5;12,2;270;310;353;380;411;346;28;350;;Estimation directe
B2500;2019;Agglomération de Besançon;;;1. Avant 1946;;Ensemble 2P;7,5;8,5;9,8;11,1;12,6;9,6;363;395;440;491;550;446;46;442;;Estimation directe
B2500;2019;Agglomération de Besançon;;;1. Avant 1946;;Ensemble 3P;6,3;7,4;8,6;9,3;10,2;8,2;450;500;550;620;658;557;68;302;;Estimation directe
B2500;2019;Agglomération de Besançon;;;1. Avant 1946;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;1;;Estimation directe
