Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;;Appart 2P;11,2;11,9;12,8;14;15,1;12,8;507;545;580;630;690;589;46;974;17397;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;;Appart 3P;9,4;10,3;11,1;12,2;13,2;11;630;688;743;803;880;745;67;873;9133;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;;Appart 4P+;6,2;8;10,2;11,4;12,5;9,7;585;749;900;1039;1178;900;93;236;4245;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;;Ensemble 1P;11,5;13,3;14,7;16,6;20;14,6;330;406;450;495;550;444;30;224;12368;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;;Ensemble 2P;11,2;11,9;12,9;14;15,1;12,8;507;545;582;632;698;590;46;975;17890;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;;Ensemble 3P;9,4;10,3;11,2;12,2;13,2;11;630;690;746;810;892;748;68;877;10050;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;1. Moins de 1 an;;10,1;11;12,2;13,6;15,2;11,9;480;550;660;785;912;681;57;1057;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;;5. Après 2005;2. 1 an et plus;;8,7;10,3;11,8;13,5;14,9;11,1;470;558;660;778;910;681;61;1267;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;;;6,5;8,8;10,5;12,3;14,8;10;472;600;770;942;1119;810;81;340;3772;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;;Maison 1-3P;7,5;9,7;11,7;14,3;16,7;11,5;350;500;600;700;850;598;52;157;1534;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;;Maison 4P+;6;8,1;9,6;11,3;13,2;9,5;587;770;890;1030;1372;955;100;183;2238;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;1. Moins de 1 an;;9,2;10,5;11,7;13,2;14,4;11,4;580;640;850;1030;1200;881;77;139;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;10,5;11,4;12,2;14;16,4;12,3;500;580;630;750;900;664;54;73;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;8,5;9,9;11;12,2;13,2;10,9;800;858;980;1100;1480;1065;98;66;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;2. 1 an et plus;;5,8;8,1;9,6;11,8;14,8;9,5;457;550;720;900;1100;781;82;201;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;7,4;9;11,1;14,3;16,7;11;340;487;564;640;753;566;51;84;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;5,2;7,7;9,2;10,8;12,5;9,1;500;700;850;1000;1372;915;101;117;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;1. Avant 1946;;;5,8;8,6;10,5;12,6;15,5;10,1;470;550;715;900;1200;798;79;241;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;8,8;10,5;11,7;13,2;15;11,4;580;630;800;1030;1211;885;78;96;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;5,4;8,1;9,9;12,2;16,6;9,6;450;500;680;864;1100;765;80;145;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;45;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;19;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;26;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;18;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;12;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;19;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;7;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;12;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;5. Après 2005;;;;;;;;;;;;;;;;17;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;6;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;;;9,5;11,1;13,1;15,7;18,6;12,4;400;450;556;690;830;593;48;12421;43020;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;;Appart 1P;12,7;14,4;16,7;19,4;21,7;16,2;340;390;425;470;515;428;26;3500;12245;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;;Appart 2P;10,4;11,7;13,2;15;16,7;13;435;500;555;614;680;558;43;5263;17397;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;;Appart 3P;8,8;9,9;11,1;12,4;13,7;11;580;648;727;806;900;732;66;2931;9133;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;;Appart 4P+;7,1;8,5;10,1;11,4;13,1;10,1;600;722;880;1056;1290;917;91;727;4245;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;1. Moins de 1 an;;10,2;11,7;13,6;16,4;19,4;13;396;450;555;689;833;594;46;5589;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;12,9;14,6;17,1;19,7;21,9;16,6;340;390;425;475;520;431;26;1800;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;10,8;12,1;13,6;15,5;17,3;13,5;450;505;560;620;681;567;42;2288;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;9;10,3;11,4;12,8;14;11,4;600;650;733;809;910;742;65;1222;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;8,8;9,7;10,5;12,3;13,6;11;700;800;930;1152;1490;1005;91;279;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;2. 1 an et plus;;9,1;10,7;12,7;15,1;18;12;400;452;557;695;828;593;49;6832;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;12,5;14,2;16,2;19;21,5;16;340;388;425;467;506;425;27;1700;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;10;11,4;12,9;14,6;16,3;12,8;430;489;550;608;676;553;43;2975;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;8,5;9,8;10,8;12,2;13,4;10,8;555;636;721;806;892;725;67;1709;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;6,7;8;9,8;11;12,5;9,6;565;700;823;1037;1239;875;91;448;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;1. Avant 1946;;;9,6;11,4;13,8;16,9;20;12,9;380;425;516;626;770;557;43;3593;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;10,4;12,1;14,5;17,8;20,5;13,6;372;424;514;629;780;560;41;1805;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;9,2;10,8;13,3;16,2;19,6;12,4;388;430;520;626;768;554;45;1788;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;2. Entre 1946-1970;;;8,4;9,6;11,5;13,8;16,7;10,9;407;480;600;700;800;607;56;1161;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;9,1;9,9;11,7;14,5;17,2;11,5;417;500;616;720;830;626;54;461;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;2. Entre 1946-1970;2. 1 an et plus;;8,1;9,4;11,3;13,4;16,4;10,7;405;473;580;680;789;599;56;700;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;3. Entre 1971-1990;;;9,6;11,1;13,2;15,4;18;12,4;390;439;538;650;810;569;46;2478;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;10,3;11,9;13,7;16,2;18,5;13,2;390;450;535;650;820;576;44;1126;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;3. Entre 1971-1990;2. 1 an et plus;;9,1;10,6;12,7;15,1;17,7;12;391;431;538;635;800;564;47;1352;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;4. Entre 1991-2005;;;10,5;11,8;13,5;15,6;17,9;13;424;494;600;736;887;637;49;2882;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;10,6;12;13,9;15,8;18;13,2;424;499;600;711;890;635;48;1151;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;4. Entre 1991-2005;2. 1 an et plus;;10,5;11,7;13,2;15,3;17,8;12,8;424;491;600;757;883;639;50;1731;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;5. Après 2005;;;9,3;10,6;12;13,6;15,1;11,4;470;550;650;772;900;675;59;2307;43020;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;5. Après 2005;1. Moins de 1 an;;10;11;12,2;13,6;15,3;11,9;471;550;650;777;890;672;57;1046;;Estimation directe
B5900;2019;Agglomération de Lille;Ville centre;Appartement;5. Après 2005;2. 1 an et plus;;8,9;10,4;11,8;13,5;14,9;11,2;470;554;655;770;909;677;61;1261;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;;6,7;8,3;10,1;12;13,8;9,5;411;510;630;770;950;669;71;4684;62856;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Maison 1-3P;6,2;7,8;9,7;11,5;12,4;9,3;400;530;600;700;780;605;65;235;4506;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Ensemble 4P+;6;7;8,5;10;11,4;8,5;550;656;770;950;1160;823;97;1081;26098;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Maison 4P+;5,9;7;8,6;10,1;11,5;8,5;525;660;780;957;1200;830;98;807;19989;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Appart 1P;10,6;12,1;13,6;16,3;19,9;13,6;300;350;400;436;490;396;29;501;5400;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Appart 2P;9,2;10,5;12;13,5;15;11,8;404;470;525;580;630;524;44;1688;15030;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Appart 3P;7,9;9,1;10,2;11,3;12,3;10;521;590;650;740;802;663;66;1179;11822;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Appart 4P+;6,1;6,9;8,3;10;11,2;8,4;600;650;759;900;1100;800;95;274;6109;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Ensemble 1P;10,7;12,1;13,6;16,4;19,9;13,6;300;350;400;440;500;399;29;504;5603;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Ensemble 2P;9;10,5;12;13,5;15;11,7;400;470;528;580;630;522;45;1723;16101;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;;Ensemble 3P;7,3;8,7;10,1;11,2;12,3;9,8;500;580;650;735;802;654;67;1376;15054;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;;7,4;9;10,7;12,7;14,3;10,1;434;520;650;774;1002;684;68;1888;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Maison 1-3P;8;9,2;10,1;12,2;15,1;10,5;516;570;650;710;790;645;62;87;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Ensemble 4P+;6,5;7,4;8,9;10,7;12,4;9;636;700;800;1010;1250;881;98;369;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Maison 4P+;6,5;7,3;9,1;10,9;12,5;9,1;650;729;826;1050;1326;912;101;263;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Appart 1P;11,5;12,7;14,3;17,7;19,5;14,4;320;360;400;460;500;410;28;222;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Appart 2P;9,5;10,9;12,4;13,8;15;12;430;480;540;599;630;534;44;734;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Appart 3P;8,4;9,4;10,3;11,5;12,6;10,4;550;600;651;741;800;670;65;476;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Appart 4P+;6,8;7,7;8,4;10;11,5;8,9;580;650;720;973;1100;796;89;106;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Ensemble 1P;11,5;12,7;14,3;17,7;19,5;14,4;320;360;400;460;500;410;28;222;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Ensemble 2P;9,5;10,9;12,4;13,8;15,1;12;430;490;540;600;635;536;44;755;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;1. Moins de 1 an;Ensemble 3P;8,3;9,4;10,3;11,5;12,6;10,3;550;600;660;740;800;671;65;542;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;;6,3;8;9,8;11,7;13,4;9,2;400;505;630;770;950;662;72;2796;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Maison 1-3P;5,7;7,3;9,2;11;12,4;8,9;400;513;595;700;780;593;66;148;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Ensemble 4P+;5,8;6,8;8,3;9,9;11,2;8,3;525;649;756;929;1101;801;97;712;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Maison 4P+;5,5;6,8;8,5;9,8;11,2;8,3;500;638;750;948;1150;801;97;544;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Appart 1P;10,5;11,5;13,1;15,6;19,9;13,2;300;340;400;430;483;389;30;279;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Appart 2P;9;10,3;11,9;13,3;14,9;11,7;400;465;520;579;628;518;44;954;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Appart 3P;7,5;8,7;10,1;11;12,1;9,8;513;580;650;740;811;660;67;703;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Appart 4P+;6;6,7;8,2;10;11,2;8,2;602;650;770;900;1100;801;98;168;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Ensemble 1P;10,5;11,5;13,2;15,7;20;13,2;300;344;400;431;490;394;30;282;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Ensemble 2P;8,7;10,2;11,9;13,3;14,9;11,6;400;461;520;574;628;515;45;968;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;;2. 1 an et plus;Ensemble 3P;7,1;8,3;9,9;11;12,2;9,5;490;570;650;730;811;647;68;834;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;;6;7,2;9,1;11,4;13,8;8,6;392;487;600;705;850;615;72;1471;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Maison 1-3P;6;7,3;9,2;10,9;12,4;8,9;380;500;595;670;720;574;65;154;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Ensemble 4P+;5,3;6,4;7,5;9;10,4;7,5;479;600;700;800;942;714;95;449;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Maison 4P+;5,2;6,3;7,6;9;10,3;7,5;460;600;700;800;931;709;94;380;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Appart 1P;10,6;12,3;14,3;17,9;20,9;14,1;300;330;395;420;457;382;27;177;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Appart 2P;8,7;10;11,8;13,7;16,5;11,6;375;430;495;550;600;491;42;462;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Appart 3P;7,2;8,3;9,9;11,2;12,8;9,6;490;550;600;650;750;607;64;229;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Appart 4P+;5,8;6,5;7,4;9;11;7,6;580;628;700;850;942;739;97;69;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Ensemble 1P;10,6;12,3;14,3;17,9;22,1;14,3;300;338;400;420;490;387;27;179;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Ensemble 2P;8,6;9,9;11,6;13,7;16;11,4;370;430;495;550;600;488;43;481;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;;Ensemble 3P;6,5;8;9,6;11;12,4;9,2;450;540;600;669;741;601;65;362;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;1. Moins de 1 an;;6,7;8,2;10;12,1;14,5;9,3;430;508;620;735;824;637;68;566;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;1. Avant 1946;2. 1 an et plus;;5,8;6,9;8,8;10,9;13,3;8,3;377;470;595;700;850;606;73;905;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;;6,9;8,3;9,7;11;14,4;9,3;400;497;650;751;905;647;70;398;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;29;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Ensemble 4P+;6,3;7,6;9,1;9,9;11;8,7;650;700;750;880;969;800;92;132;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Maison 4P+;6,8;8;9,4;10,2;11;8,9;700;718;800;920;1070;845;95;94;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Appart 1P;9,7;10,7;13,9;16,4;23,1;13,1;270;317;385;430;450;373;28;54;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Appart 2P;9,2;9,8;11,1;13,3;15,4;11,3;400;455;495;525;595;498;44;87;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Appart 3P;6,5;7,9;9,1;10;11,2;8,8;412;514;590;670;780;603;68;96;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;38;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;9,7;10,8;13,4;16,4;23,1;13;270;317;390;440;500;381;29;55;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;9,4;10;11,1;13,3;15,4;11,4;418;460;500;530;600;504;44;92;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;6,2;7,7;9,2;10,3;11,3;8,8;400;515;607;680;850;610;69;119;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;;7,4;8,8;10,3;12,5;15,8;10;390;470;650;850;1100;680;68;143;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;;6,5;8,1;9,4;10,8;12,7;9;400;500;660;751;870;634;70;255;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;;7,6;8,3;10,1;12,5;14,2;9,8;396;456;600;760;980;659;67;536;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Ensemble 4P+;6,8;7,6;8,5;10,3;12,4;9,2;660;720;850;1000;1347;928;101;138;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Maison 4P+;7,5;8,2;9,4;11,5;12,6;9,7;725;769;945;1130;1500;1023;105;94;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Appart 1P;10,9;12;13,1;14,4;18;13,2;350;370;400;440;500;409;31;95;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Appart 2P;8,4;9,5;10,5;13,5;14,9;10,9;410;450;500;550;580;499;46;181;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Appart 3P;7,8;8,1;9,4;10,2;10,8;9,2;535;570;632;675;720;629;69;107;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;44;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;10,9;12;13,1;14,4;18;13,2;350;370;400;440;500;409;31;95;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;8,4;9,6;10,5;13,5;14,8;10,8;410;450;500;550;580;502;46;185;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;7,7;8,1;9,4;10,3;11,9;9,3;535;590;636;700;800;646;70;118;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;;7,9;8,9;10,9;13;14,6;10,6;400;469;616;772;1130;711;67;191;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;;7,5;8,2;9,9;11,9;13,7;9,6;383;450;600;750;929;640;67;345;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;;8,3;9,7;11;12,4;13,6;10,5;502;600;730;922;1110;782;75;541;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;16;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Ensemble 4P+;7,2;8,8;10;11;12;9,7;710;800;950;1117;1300;1000;103;128;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Maison 4P+;7,5;8,8;10;11;12,3;9,9;750;850;980;1250;1499;1047;106;96;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Appart 1P;11,8;12,6;14,1;16,4;19,4;14,2;300;393;410;460;507;420;30;52;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Appart 2P;10,6;11,7;12,4;13,4;14,2;12,3;490;520;582;630;673;579;47;205;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Appart 3P;8,3;9,5;10,7;11,8;12,8;10,6;600;668;750;820;894;748;71;140;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;32;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;11,8;12,6;14,1;16,4;19,4;14,2;300;393;410;460;507;420;30;52;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;10,6;11,7;12,4;13,4;14,2;12,3;490;520;581;630;673;579;47;206;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;8,5;9,7;10,5;11,6;12,6;10,5;600;670;740;821;894;752;71;155;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;;8,8;10,3;11,5;13,3;14,6;11;457;575;710;890;1250;782;71;190;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;;8,3;9,6;10,8;12,2;13,3;10,3;510;601;730;922;1100;782;76;351;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;;8,8;10;11,2;12,5;13,8;10,8;495;566;680;849;1085;744;69;1738;62856;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;21;;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Ensemble 4P+;8,2;8,8;10,1;11,4;12,4;10,1;759;850;1000;1162;1404;1035;102;234;26098;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Maison 4P+;8,5;9,6;10,4;11,4;12,6;10,4;800;900;1050;1200;1450;1076;104;143;19989;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Appart 1P;10,7;12,1;13,3;14,8;18,5;13,3;319;393;430;468;495;423;32;123;5400;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Appart 2P;10,2;11,5;12,4;13,4;14,3;12,3;490;520;559;600;640;561;46;753;15030;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Appart 3P;9,4;10;10,7;11,5;12,2;10,7;618;650;710;760;800;710;66;607;11822;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Appart 4P+;7,7;8,3;9,3;10,8;11,8;9,5;729;760;880;1085;1195;939;99;91;6109;Estimation directe
B5900;2019;Agglomération de Lille;Périphérie;;5. Après 2005;;Ensemble 1P;10,7;12,1;13,3;14,8;18,5;13,3;319;393;430;468;495;423;32;123;5603;Estimation directe
